,STUDYNO,EDITION,PART,IDNO,FIPS_ST,FIPS_CTY,CPOPARST,AG_ARRST,JURFLAG,COVIND,GRNDTOT,P1TOT,P1VLNT,P1PRPTY,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,OTHASLT,FRGYCNT,FRAUD,EMBEZL,STLNPRP,VANDLSM,WEAPONS,COMVICE,SEXOFF,DRUGTOT,DRGSALE,COCSALE,MJSALE,SYNSALE,OTHSALE,DRGPOSS,COCPOSS,MJPOSS,SYNPOSS,OTHPOSS,GAMBLE,BOOKMKG,NUMBERS,OTGAMBL,OFAGFAM,DUI,LIQUOR,DRUNK,DISORDR,VAGRANT,ALLOTHR,SUSPICN,CURFEW,RUNAWAY
1123,3451.0,3.0,1.0,1124.0,22.0,25.0,10920.0,2.0,5.397605346934028e-79,98.9629,314.0,191.0,102.0,89.0,5.397605346934028e-79,1.0,4.0,97.0,48.0,41.0,5.397605346934028e-79,5.397605346934028e-79,9.0,7.0,16.0,5.397605346934028e-79,5.397605346934028e-79,10.0,2.0,5.397605346934028e-79,6.0,45.0,29.0,11.0,5.0,13.0,5.397605346934028e-79,16.0,4.0,11.0,1.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,17.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,10.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
1124,3451.0,3.0,1.0,1125.0,22.0,27.0,16851.0,3.0,5.397605346934028e-79,100.0,484.0,99.0,29.0,70.0,4.0,1.0,3.0,21.0,24.0,46.0,5.397605346934028e-79,5.397605346934028e-79,27.0,4.0,5.397605346934028e-79,5.397605346934028e-79,2.0,8.0,3.0,5.397605346934028e-79,1.0,63.0,16.0,2.0,14.0,5.397605346934028e-79,5.397605346934028e-79,47.0,17.0,30.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,7.0,87.0,39.0,10.0,49.0,4.0,81.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
1125,3451.0,3.0,1.0,1126.0,22.0,29.0,20247.0,3.0,5.397605346934028e-79,81.6121,1098.0,265.0,92.0,174.0,5.397605346934028e-79,6.0,16.0,70.0,34.0,134.0,6.0,5.397605346934028e-79,134.0,18.0,2.0,5.397605346934028e-79,14.0,10.0,14.0,5.397605346934028e-79,5.0,162.0,44.0,27.0,15.0,1.0,5.397605346934028e-79,114.0,32.0,79.0,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,37.0,115.0,18.0,13.0,44.0,4.0,225.0,2.0,13.0,4.0
1126,3451.0,3.0,1.0,1127.0,22.0,31.0,25494.0,3.0,5.397605346934028e-79,100.0,1223.0,245.0,53.0,192.0,5.0,3.0,11.0,34.0,70.0,106.0,15.0,1.0,98.0,20.0,10.0,5.397605346934028e-79,14.0,12.0,5.0,1.0,3.0,99.0,31.0,22.0,9.0,5.397605346934028e-79,5.397605346934028e-79,68.0,15.0,53.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,32.0,69.0,1.0,31.0,236.0,5.397605346934028e-79,344.0,5.397605346934028e-79,1.0,2.0
1127,3451.0,3.0,1.0,1128.0,22.0,33.0,412852.0,6.0,5.397605346934028e-79,96.6591,35365.0,6871.0,1200.0,5671.0,97.0,80.0,312.0,712.0,916.0,4417.0,294.0,44.0,4396.0,285.0,554.0,5.397605346934028e-79,489.0,643.0,320.0,266.0,111.0,3608.0,750.0,418.0,278.0,29.0,25.0,2845.0,336.0,2411.0,39.0,59.0,56.0,5.397605346934028e-79,3.0,53.0,104.0,1925.0,3814.0,296.0,3451.0,16.0,8064.0,2.0,81.0,12.0
1128,3451.0,3.0,1.0,1129.0,22.0,35.0,9421.0,2.0,5.397605346934028e-79,45.8232,731.0,178.0,50.0,128.0,3.0,2.0,4.0,41.0,27.0,95.0,5.0,5.397605346934028e-79,92.0,4.0,3.0,5.397605346934028e-79,6.0,12.0,8.0,5.397605346934028e-79,3.0,63.0,18.0,6.0,5.0,6.0,5.397605346934028e-79,41.0,10.0,26.0,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,42.0,59.0,9.0,15.0,47.0,1.0,177.0,1.0,6.0,4.0
1129,3451.0,3.0,1.0,1130.0,22.0,37.0,21360.0,3.0,5.397605346934028e-79,100.0,658.0,168.0,107.0,61.0,1.0,1.0,1.0,104.0,15.0,40.0,5.0,1.0,93.0,5.0,6.0,5.397605346934028e-79,9.0,6.0,4.0,5.397605346934028e-79,6.0,18.0,12.0,5.0,5.0,2.0,5.397605346934028e-79,6.0,5.397605346934028e-79,5.0,1.0,5.397605346934028e-79,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,1.0,82.0,3.0,13.0,48.0,5.397605346934028e-79,195.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
1130,3451.0,3.0,1.0,1131.0,22.0,39.0,35434.0,4.0,5.397605346934028e-79,89.9362,1580.0,289.0,77.0,212.0,5.397605346934028e-79,5.0,4.0,68.0,58.0,149.0,3.0,2.0,220.0,52.0,6.0,5.397605346934028e-79,16.0,49.0,18.0,5.397605346934028e-79,14.0,108.0,54.0,10.0,42.0,5.397605346934028e-79,1.0,32.0,11.0,19.0,1.0,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,90.0,103.0,28.0,47.0,91.0,12.0,386.0,11.0,31.0,8.0
1131,3451.0,3.0,1.0,1132.0,22.0,41.0,21263.0,1.0,5.397605346934028e-79,100.0,478.0,125.0,58.0,67.0,1.0,5.0,10.0,42.0,26.0,40.0,1.0,5.397605346934028e-79,41.0,2.0,5.397605346934028e-79,1.0,2.0,15.0,1.0,5.397605346934028e-79,3.0,47.0,33.0,17.0,13.0,3.0,5.397605346934028e-79,14.0,4.0,10.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,13.0,47.0,5.397605346934028e-79,3.0,29.0,1.0,146.0,5.397605346934028e-79,5.397605346934028e-79,2.0
1132,3451.0,3.0,1.0,1133.0,22.0,43.0,18698.0,2.0,5.397605346934028e-79,100.0,882.0,303.0,166.0,137.0,2.0,4.0,5.397605346934028e-79,160.0,61.0,66.0,10.0,5.397605346934028e-79,185.0,5.0,10.0,5.397605346934028e-79,6.0,38.0,3.0,5.397605346934028e-79,14.0,89.0,19.0,11.0,8.0,5.397605346934028e-79,5.397605346934028e-79,70.0,10.0,57.0,3.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,57.0,2.0,1.0,38.0,5.397605346934028e-79,130.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
1133,3451.0,3.0,1.0,1134.0,22.0,45.0,73266.0,3.0,5.397605346934028e-79,52.712,3935.0,711.0,186.0,525.0,6.0,11.0,25.0,145.0,121.0,349.0,47.0,8.0,556.0,31.0,24.0,1.0,41.0,89.0,24.0,8.0,40.0,417.0,178.0,112.0,56.0,7.0,2.0,239.0,66.0,163.0,5.0,5.0,12.0,5.397605346934028e-79,5.397605346934028e-79,12.0,55.0,377.0,75.0,174.0,345.0,1.0,841.0,2.0,71.0,41.0
1134,3451.0,3.0,1.0,1135.0,22.0,47.0,33320.0,5.0,5.397605346934028e-79,22.7086,2266.0,620.0,199.0,421.0,2.0,6.0,24.0,168.0,87.0,319.0,13.0,2.0,256.0,17.0,16.0,1.0,28.0,71.0,22.0,1.0,11.0,197.0,55.0,33.0,18.0,2.0,1.0,134.0,33.0,91.0,3.0,7.0,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,53.0,139.0,48.0,31.0,201.0,6.0,506.0,2.0,21.0,18.0
1135,3451.0,3.0,1.0,1136.0,22.0,49.0,15397.0,2.0,5.397605346934028e-79,80.9346,734.0,115.0,42.0,73.0,5.397605346934028e-79,1.0,4.0,37.0,29.0,38.0,2.0,4.0,67.0,6.0,127.0,5.397605346934028e-79,9.0,16.0,4.0,5.397605346934028e-79,6.0,87.0,14.0,9.0,5.0,5.397605346934028e-79,5.397605346934028e-79,73.0,26.0,42.0,2.0,3.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,15.0,72.0,20.0,34.0,84.0,4.0,68.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
1136,3451.0,3.0,1.0,1137.0,22.0,51.0,455466.0,5.0,5.397605346934028e-79,100.0,40358.0,6852.0,1641.0,5211.0,42.0,50.0,243.0,1306.0,545.0,4507.0,136.0,23.0,3958.0,99.0,363.0,1.0,482.0,572.0,293.0,46.0,208.0,3240.0,1069.0,564.0,344.0,153.0,8.0,2171.0,618.0,1364.0,162.0,27.0,10.0,5.397605346934028e-79,5.397605346934028e-79,10.0,75.0,1257.0,93.0,902.0,1570.0,1.0,19572.0,2.0,225.0,537.0
1137,3451.0,3.0,1.0,1138.0,22.0,53.0,31435.0,5.0,5.397605346934028e-79,100.0,2239.0,444.0,153.0,291.0,4.0,3.0,10.0,136.0,77.0,202.0,12.0,5.397605346934028e-79,267.0,7.0,5.0,5.397605346934028e-79,15.0,84.0,12.0,5.397605346934028e-79,15.0,254.0,93.0,33.0,49.0,8.0,3.0,155.0,30.0,104.0,8.0,13.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,32.0,155.0,43.0,43.0,314.0,6.0,438.0,4.0,62.0,39.0
1138,3451.0,3.0,1.0,1139.0,22.0,55.0,190788.0,7.0,1.0,90.5479,19003.0,2710.0,624.0,2086.0,10.0,30.0,76.0,508.0,388.0,1467.0,218.0,13.0,2033.0,139.0,89.0,3.0,149.0,434.0,187.0,30.0,127.0,2208.0,242.0,54.0,33.0,13.0,142.0,1561.0,518.0,922.0,9.0,113.0,16.0,1.0,5.397605346934028e-79,15.0,240.0,939.0,141.0,442.0,793.0,78.0,8132.0,7.0,73.0,31.0
1139,3451.0,3.0,1.0,1140.0,22.0,57.0,89974.0,5.0,5.397605346934028e-79,97.0836,4697.0,651.0,229.0,422.0,2.0,9.0,22.0,195.0,142.0,261.0,17.0,2.0,520.0,27.0,21.0,1.0,47.0,58.0,43.0,5.0,27.0,456.0,122.0,92.0,19.0,7.0,4.0,331.0,101.0,195.0,29.0,6.0,9.0,5.397605346934028e-79,5.397605346934028e-79,9.0,30.0,342.0,237.0,17.0,475.0,5.397605346934028e-79,1663.0,5.397605346934028e-79,59.0,6.0
1140,3451.0,3.0,1.0,1141.0,22.0,59.0,14282.0,3.0,5.397605346934028e-79,79.1976,902.0,135.0,40.0,95.0,1.0,4.0,2.0,33.0,12.0,71.0,9.0,2.0,138.0,9.0,10.0,5.397605346934028e-79,5.0,10.0,4.0,5.397605346934028e-79,10.0,77.0,24.0,5.0,18.0,1.0,5.397605346934028e-79,51.0,14.0,29.0,3.0,4.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,10.0,120.0,7.0,12.0,72.0,5.397605346934028e-79,275.0,5.397605346934028e-79,4.0,3.0
1141,3451.0,3.0,1.0,1142.0,22.0,61.0,42509.0,6.0,5.397605346934028e-79,87.078,2331.0,497.0,120.0,378.0,5.397605346934028e-79,5.0,21.0,93.0,99.0,271.0,6.0,1.0,231.0,28.0,17.0,5.397605346934028e-79,35.0,58.0,15.0,5.397605346934028e-79,32.0,239.0,36.0,14.0,21.0,1.0,5.397605346934028e-79,198.0,36.0,156.0,3.0,3.0,8.0,5.397605346934028e-79,5.397605346934028e-79,8.0,19.0,270.0,79.0,66.0,141.0,1.0,519.0,1.0,37.0,37.0
1142,3451.0,3.0,1.0,1143.0,22.0,63.0,91814.0,4.0,5.397605346934028e-79,100.0,3784.0,953.0,289.0,664.0,3.0,10.0,13.0,263.0,216.0,415.0,21.0,12.0,638.0,55.0,6.0,2.0,44.0,110.0,55.0,1.0,72.0,345.0,51.0,15.0,28.0,6.0,2.0,293.0,103.0,104.0,16.0,70.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,50.0,267.0,18.0,21.0,319.0,2.0,743.0,8.0,8.0,67.0
1143,3451.0,3.0,1.0,1144.0,22.0,65.0,13728.0,2.0,5.397605346934028e-79,33.0638,1108.0,235.0,75.0,160.0,1.0,5.0,8.0,60.0,35.0,119.0,5.0,2.0,160.0,22.0,5.0,5.397605346934028e-79,15.0,16.0,11.0,1.0,22.0,125.0,48.0,28.0,11.0,8.0,1.0,68.0,12.0,50.0,3.0,4.0,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,18.0,80.0,22.0,29.0,76.0,2.0,249.0,1.0,11.0,8.0
1144,3451.0,3.0,1.0,1145.0,22.0,67.0,31021.0,3.0,5.397605346934028e-79,57.6045,2038.0,407.0,114.0,293.0,5.0,5.0,17.0,87.0,90.0,191.0,10.0,2.0,225.0,25.0,14.0,5.397605346934028e-79,12.0,24.0,19.0,1.0,17.0,283.0,82.0,40.0,26.0,4.0,11.0,188.0,40.0,137.0,5.0,7.0,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,136.0,152.0,24.0,48.0,118.0,3.0,481.0,12.0,16.0,21.0
1145,3451.0,3.0,1.0,1146.0,22.0,69.0,39080.0,3.0,5.397605346934028e-79,100.0,2822.0,646.0,171.0,475.0,5.0,8.0,11.0,147.0,106.0,363.0,4.0,2.0,306.0,22.0,22.0,5.397605346934028e-79,17.0,146.0,13.0,5.397605346934028e-79,3.0,166.0,46.0,22.0,22.0,5.397605346934028e-79,2.0,120.0,30.0,89.0,1.0,5.397605346934028e-79,5.0,5.397605346934028e-79,5.0,5.397605346934028e-79,15.0,74.0,84.0,7.0,290.0,2.0,990.0,3.0,5.397605346934028e-79,11.0
1146,3451.0,3.0,1.0,1147.0,22.0,71.0,484674.0,7.0,5.397605346934028e-79,5.397605346934028e-79,41966.0,8525.0,1704.0,6822.0,126.0,103.0,367.0,1108.0,1220.0,5218.0,350.0,35.0,5032.0,310.0,163.0,3.0,519.0,913.0,396.0,323.0,156.0,4765.0,1043.0,590.0,427.0,16.0,10.0,3722.0,652.0,2773.0,32.0,265.0,67.0,5.397605346934028e-79,3.0,63.0,100.0,3562.0,4451.0,466.0,4364.0,10.0,7618.0,16.0,204.0,2.0
1147,3451.0,3.0,1.0,1148.0,22.0,73.0,147250.0,7.0,5.397605346934028e-79,88.6988,8824.0,2122.0,665.0,1457.0,10.0,14.0,53.0,587.0,307.0,1081.0,65.0,3.0,2031.0,74.0,11.0,5.397605346934028e-79,97.0,167.0,88.0,9.0,21.0,1059.0,30.0,16.0,11.0,3.0,1.0,226.0,41.0,165.0,12.0,7.0,2.0,5.397605346934028e-79,5.397605346934028e-79,1.0,28.0,487.0,255.0,201.0,609.0,24.0,1229.0,9.0,107.0,193.0
1148,3451.0,3.0,1.0,1149.0,22.0,75.0,26757.0,1.0,5.397605346934028e-79,100.0,895.0,149.0,80.0,69.0,2.0,11.0,6.0,61.0,26.0,31.0,11.0,1.0,198.0,13.0,5.397605346934028e-79,5.397605346934028e-79,15.0,6.0,4.0,5.397605346934028e-79,7.0,147.0,45.0,38.0,5.0,1.0,1.0,102.0,23.0,73.0,1.0,5.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,17.0,110.0,1.0,1.0,49.0,5.397605346934028e-79,175.0,5.397605346934028e-79,5.397605346934028e-79,3.0
1149,3451.0,3.0,1.0,1150.0,22.0,77.0,22763.0,2.0,5.397605346934028e-79,78.1839,962.0,198.0,88.0,109.0,1.0,3.0,3.0,82.0,20.0,82.0,6.0,1.0,115.0,11.0,14.0,5.397605346934028e-79,10.0,38.0,8.0,5.397605346934028e-79,6.0,61.0,11.0,6.0,3.0,1.0,5.397605346934028e-79,46.0,6.0,34.0,2.0,4.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,26.0,58.0,10.0,15.0,140.0,1.0,226.0,2.0,9.0,14.0
1150,3451.0,3.0,1.0,1151.0,22.0,79.0,126337.0,8.0,5.397605346934028e-79,97.3507,7470.0,1822.0,490.0,1332.0,8.0,32.0,75.0,375.0,263.0,1001.0,62.0,5.0,1017.0,20.0,135.0,5.397605346934028e-79,71.0,216.0,75.0,8.0,50.0,568.0,24.0,4.0,18.0,5.397605346934028e-79,1.0,541.0,96.0,275.0,63.0,106.0,8.0,5.397605346934028e-79,5.397605346934028e-79,8.0,95.0,551.0,91.0,101.0,927.0,12.0,1481.0,6.0,60.0,155.0
1151,3451.0,3.0,1.0,1152.0,22.0,81.0,9622.0,2.0,5.397605346934028e-79,100.0,314.0,73.0,21.0,52.0,5.397605346934028e-79,2.0,5.397605346934028e-79,19.0,17.0,32.0,2.0,1.0,31.0,4.0,6.0,5.397605346934028e-79,3.0,6.0,3.0,5.397605346934028e-79,3.0,19.0,8.0,1.0,5.0,1.0,1.0,11.0,1.0,10.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,11.0,29.0,1.0,2.0,20.0,1.0,99.0,5.397605346934028e-79,5.397605346934028e-79,3.0
1152,3451.0,3.0,1.0,1153.0,22.0,83.0,20981.0,2.0,5.397605346934028e-79,79.8198,438.0,101.0,29.0,71.0,5.397605346934028e-79,1.0,7.0,21.0,11.0,57.0,2.0,1.0,50.0,2.0,2.0,5.397605346934028e-79,6.0,7.0,3.0,5.397605346934028e-79,2.0,59.0,20.0,12.0,8.0,5.397605346934028e-79,5.397605346934028e-79,34.0,5.0,26.0,1.0,2.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,3.0,47.0,8.0,13.0,33.0,1.0,93.0,1.0,5.0,4.0
1153,3451.0,3.0,1.0,1154.0,22.0,85.0,23459.0,2.0,5.397605346934028e-79,100.0,1026.0,182.0,74.0,108.0,2.0,3.0,2.0,67.0,13.0,92.0,3.0,5.397605346934028e-79,133.0,10.0,19.0,5.397605346934028e-79,3.0,18.0,3.0,5.397605346934028e-79,5.0,111.0,43.0,15.0,26.0,2.0,5.397605346934028e-79,68.0,13.0,54.0,1.0,5.397605346934028e-79,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,2.0,108.0,5.397605346934028e-79,24.0,60.0,5.397605346934028e-79,345.0,1.0,5.397605346934028e-79,5.397605346934028e-79
1154,3451.0,3.0,1.0,1155.0,22.0,87.0,67229.0,1.0,5.397605346934028e-79,5.397605346934028e-79,3449.0,608.0,173.0,435.0,6.0,7.0,20.0,140.0,90.0,325.0,15.0,4.0,492.0,18.0,74.0,5.397605346934028e-79,40.0,65.0,32.0,4.0,28.0,325.0,94.0,61.0,22.0,9.0,2.0,230.0,59.0,156.0,10.0,6.0,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,25.0,190.0,16.0,65.0,152.0,13.0,1251.0,5.397605346934028e-79,15.0,36.0
1155,3451.0,3.0,1.0,1156.0,22.0,89.0,48072.0,1.0,5.397605346934028e-79,100.0,2879.0,490.0,278.0,212.0,5.0,3.0,25.0,245.0,88.0,115.0,4.0,5.0,453.0,8.0,23.0,5.397605346934028e-79,57.0,5.397605346934028e-79,32.0,5.397605346934028e-79,32.0,302.0,78.0,68.0,10.0,5.397605346934028e-79,5.397605346934028e-79,224.0,60.0,164.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,39.0,298.0,5.397605346934028e-79,38.0,204.0,5.397605346934028e-79,835.0,5.397605346934028e-79,9.0,59.0
1156,3451.0,3.0,1.0,1157.0,22.0,91.0,10525.0,1.0,5.397605346934028e-79,100.0,158.0,56.0,35.0,21.0,1.0,5.397605346934028e-79,5.397605346934028e-79,34.0,14.0,6.0,1.0,5.397605346934028e-79,12.0,2.0,1.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,5.397605346934028e-79,5.397605346934028e-79,18.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,18.0,16.0,2.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,17.0,44.0,5.397605346934028e-79,7.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
1157,3451.0,3.0,1.0,1158.0,22.0,93.0,21216.0,2.0,5.397605346934028e-79,92.7743,1799.0,311.0,170.0,141.0,4.0,5.397605346934028e-79,4.0,162.0,52.0,75.0,14.0,5.397605346934028e-79,175.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,5.397605346934028e-79,4.0,5.397605346934028e-79,4.0,189.0,37.0,22.0,4.0,10.0,1.0,152.0,55.0,88.0,8.0,1.0,6.0,5.397605346934028e-79,5.397605346934028e-79,6.0,5.397605346934028e-79,195.0,3.0,5.397605346934028e-79,8.0,1.0,901.0,5.397605346934028e-79,1.0,5.397605346934028e-79
1158,3451.0,3.0,1.0,1159.0,22.0,95.0,43044.0,1.0,5.397605346934028e-79,100.0,1267.0,253.0,69.0,184.0,6.0,1.0,9.0,53.0,23.0,150.0,5.0,6.0,365.0,10.0,36.0,5.397605346934028e-79,26.0,41.0,10.0,18.0,4.0,108.0,54.0,45.0,8.0,1.0,5.397605346934028e-79,54.0,28.0,26.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,15.0,51.0,10.0,55.0,66.0,37.0,162.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
1159,3451.0,3.0,1.0,1160.0,22.0,97.0,88060.0,9.0,1.0,92.7984,4828.0,1099.0,423.0,676.0,2.0,10.0,26.0,385.0,159.0,467.0,39.0,11.0,585.0,38.0,37.0,5.397605346934028e-79,72.0,160.0,52.0,5.397605346934028e-79,55.0,562.0,111.0,69.0,38.0,2.0,2.0,422.0,102.0,270.0,25.0,25.0,5.0,5.397605346934028e-79,5.397605346934028e-79,5.0,68.0,136.0,63.0,173.0,666.0,6.0,894.0,1.0,74.0,84.0
1160,3451.0,3.0,1.0,1161.0,22.0,99.0,48517.0,4.0,5.397605346934028e-79,64.1569,1748.0,332.0,163.0,168.0,4.0,7.0,9.0,143.0,62.0,89.0,16.0,1.0,180.0,19.0,26.0,5.397605346934028e-79,40.0,10.0,12.0,5.397605346934028e-79,46.0,402.0,248.0,91.0,155.0,1.0,5.397605346934028e-79,153.0,67.0,86.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,34.0,176.0,3.0,15.0,72.0,5.397605346934028e-79,378.0,5.397605346934028e-79,3.0,5.397605346934028e-79
1161,3451.0,3.0,1.0,1162.0,22.0,101.0,53500.0,6.0,5.397605346934028e-79,95.3327,4303.0,699.0,203.0,495.0,4.0,10.0,16.0,172.0,79.0,403.0,10.0,3.0,568.0,23.0,89.0,12.0,49.0,128.0,25.0,1.0,29.0,415.0,58.0,29.0,24.0,4.0,1.0,355.0,79.0,230.0,14.0,31.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,51.0,307.0,64.0,281.0,338.0,3.0,1071.0,4.0,109.0,37.0
1162,3451.0,3.0,1.0,1163.0,22.0,103.0,191268.0,7.0,5.397605346934028e-79,99.4083,9760.0,2101.0,431.0,1670.0,10.0,16.0,44.0,361.0,285.0,1343.0,22.0,20.0,1370.0,74.0,135.0,3.0,150.0,200.0,57.0,1.0,113.0,1095.0,151.0,59.0,35.0,10.0,47.0,944.0,146.0,686.0,13.0,98.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,133.0,1037.0,213.0,215.0,356.0,16.0,2451.0,5.397605346934028e-79,32.0,8.0
1163,3451.0,3.0,1.0,1164.0,22.0,105.0,100588.0,8.0,5.397605346934028e-79,82.0214,9453.0,2137.0,751.0,1385.0,22.0,14.0,72.0,644.0,412.0,910.0,44.0,18.0,989.0,60.0,62.0,1.0,159.0,125.0,57.0,2.0,40.0,663.0,275.0,217.0,48.0,6.0,4.0,368.0,171.0,184.0,6.0,9.0,15.0,5.397605346934028e-79,5.397605346934028e-79,12.0,283.0,888.0,57.0,142.0,697.0,25.0,2817.0,4.0,52.0,180.0
1164,3451.0,3.0,1.0,1165.0,22.0,107.0,6618.0,4.0,5.397605346934028e-79,44.7567,569.0,131.0,45.0,87.0,5.397605346934028e-79,1.0,3.0,41.0,30.0,54.0,2.0,1.0,76.0,6.0,8.0,5.397605346934028e-79,5.0,15.0,6.0,5.397605346934028e-79,1.0,52.0,16.0,11.0,4.0,5.397605346934028e-79,5.397605346934028e-79,32.0,12.0,17.0,1.0,2.0,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,8.0,36.0,7.0,12.0,71.0,1.0,123.0,1.0,5.0,3.0
1165,3451.0,3.0,1.0,1166.0,22.0,109.0,104503.0,2.0,5.397605346934028e-79,94.2498,8219.0,1583.0,393.0,1190.0,5.0,20.0,46.0,322.0,274.0,840.0,61.0,16.0,1195.0,38.0,16.0,5.397605346934028e-79,68.0,292.0,68.0,2.0,103.0,354.0,94.0,54.0,31.0,4.0,4.0,260.0,81.0,131.0,4.0,44.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,95.0,296.0,56.0,134.0,1091.0,10.0,2161.0,29.0,335.0,293.0
1166,3451.0,3.0,1.0,1167.0,22.0,111.0,22803.0,3.0,5.397605346934028e-79,100.0,808.0,193.0,78.0,115.0,2.0,3.0,5.0,68.0,47.0,62.0,6.0,5.397605346934028e-79,125.0,8.0,5.397605346934028e-79,5.397605346934028e-79,14.0,8.0,9.0,5.397605346934028e-79,1.0,51.0,8.0,3.0,5.0,5.397605346934028e-79,5.397605346934028e-79,43.0,21.0,22.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,2.0,34.0,1.0,1.0,27.0,5.0,329.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
1167,3451.0,3.0,1.0,1168.0,22.0,113.0,53807.0,4.0,5.397605346934028e-79,78.5926,1926.0,415.0,146.0,269.0,9.0,7.0,30.0,102.0,79.0,180.0,10.0,1.0,270.0,16.0,3.0,5.397605346934028e-79,21.0,26.0,14.0,5.397605346934028e-79,9.0,265.0,71.0,46.0,25.0,1.0,5.397605346934028e-79,194.0,62.0,128.0,3.0,2.0,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,9.0,127.0,38.0,21.0,92.0,1.0,507.0,40.0,52.0,2.0
1168,3451.0,3.0,1.0,1169.0,22.0,115.0,52151.0,3.0,5.397605346934028e-79,95.3692,2469.0,489.0,122.0,367.0,2.0,1.0,7.0,111.0,60.0,296.0,4.0,7.0,279.0,24.0,94.0,5.397605346934028e-79,19.0,42.0,18.0,5.397605346934028e-79,15.0,208.0,53.0,30.0,22.0,1.0,5.397605346934028e-79,153.0,23.0,124.0,4.0,2.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,11.0,261.0,9.0,72.0,148.0,5.397605346934028e-79,736.0,1.0,24.0,17.0
