,STUDYNO,EDITION,PART,IDNO,FIPS_ST,FIPS_CTY,CPOPARST,AG_ARRST,JURFLAG,COVIND,GRNDTOT,P1TOT,P1VLNT,P1PRPTY,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,OTHASLT,FRGYCNT,FRAUD,EMBEZL,STLNPRP,VANDLSM,WEAPONS,COMVICE,SEXOFF,DRUGTOT,DRGSALE,COCSALE,MJSALE,SYNSALE,OTHSALE,DRGPOSS,COCPOSS,MJPOSS,SYNPOSS,OTHPOSS,GAMBLE,BOOKMKG,NUMBERS,OTGAMBL,OFAGFAM,DUI,LIQUOR,DRUNK,DISORDR,VAGRANT,ALLOTHR,SUSPICN,CURFEW,RUNAWAY
567,3451.0,3.0,1.0,568.0,16.0,37.0,4342.0,1.0,5.397605346934028e-79,100.0,88.0,6.0,6.0,5.397605346934028e-79,5.397605346934028e-79,2.0,5.397605346934028e-79,4.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,8.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,6.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,6.0,5.397605346934028e-79,2.0,5.397605346934028e-79,3.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,14.0,21.0,5.397605346934028e-79,1.0,5.397605346934028e-79,31.0,5.397605346934028e-79,1.0,5.397605346934028e-79
568,3451.0,3.0,1.0,569.0,16.0,39.0,29130.0,2.0,5.397605346934028e-79,100.0,838.0,99.0,31.0,68.0,1.0,1.0,2.0,27.0,21.0,36.0,11.0,5.397605346934028e-79,78.0,7.0,8.0,1.0,2.0,13.0,3.0,5.397605346934028e-79,3.0,70.0,9.0,5.397605346934028e-79,1.0,5.397605346934028e-79,8.0,61.0,5.397605346934028e-79,46.0,1.0,14.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.0,129.0,84.0,5.397605346934028e-79,9.0,5.397605346934028e-79,243.0,5.397605346934028e-79,38.0,45.0
569,3451.0,3.0,1.0,570.0,16.0,41.0,11329.0,2.0,5.397605346934028e-79,100.0,437.0,33.0,3.0,30.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,3.0,4.0,23.0,2.0,1.0,13.0,6.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,14.0,5.397605346934028e-79,5.397605346934028e-79,2.0,30.0,15.0,5.397605346934028e-79,6.0,5.397605346934028e-79,9.0,13.0,5.397605346934028e-79,9.0,5.397605346934028e-79,4.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,66.0,104.0,5.397605346934028e-79,3.0,5.397605346934028e-79,164.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
570,3451.0,3.0,1.0,571.0,16.0,43.0,11819.0,2.0,5.397605346934028e-79,100.0,282.0,29.0,6.0,23.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,6.0,7.0,13.0,3.0,5.397605346934028e-79,30.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,17.0,5.397605346934028e-79,5.397605346934028e-79,3.0,27.0,4.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,22.0,5.397605346934028e-79,18.0,5.397605346934028e-79,4.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,55.0,45.0,5.397605346934028e-79,8.0,5.397605346934028e-79,60.0,5.397605346934028e-79,5.397605346934028e-79,3.0
571,3451.0,3.0,1.0,572.0,16.0,45.0,15181.0,2.0,5.397605346934028e-79,100.0,807.0,106.0,11.0,95.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,11.0,40.0,43.0,11.0,1.0,81.0,5.0,8.0,5.397605346934028e-79,3.0,14.0,4.0,5.397605346934028e-79,3.0,51.0,7.0,5.397605346934028e-79,4.0,1.0,1.0,45.0,5.397605346934028e-79,27.0,3.0,14.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,8.0,143.0,90.0,3.0,30.0,5.397605346934028e-79,233.0,5.397605346934028e-79,12.0,12.0
572,3451.0,3.0,1.0,573.0,16.0,47.0,14155.0,4.0,5.397605346934028e-79,100.0,364.0,37.0,9.0,28.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,9.0,3.0,20.0,5.0,5.397605346934028e-79,49.0,2.0,2.0,5.397605346934028e-79,2.0,9.0,5.397605346934028e-79,5.397605346934028e-79,5.0,21.0,3.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,2.0,18.0,5.397605346934028e-79,14.0,5.397605346934028e-79,4.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,110.0,25.0,5.397605346934028e-79,3.0,5.397605346934028e-79,86.0,5.397605346934028e-79,2.0,11.0
573,3451.0,3.0,1.0,574.0,16.0,49.0,15511.0,3.0,5.397605346934028e-79,93.914,702.0,51.0,5.0,46.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.0,21.0,22.0,3.0,5.397605346934028e-79,88.0,1.0,5.0,5.397605346934028e-79,9.0,25.0,3.0,5.397605346934028e-79,4.0,28.0,12.0,5.397605346934028e-79,1.0,5.397605346934028e-79,10.0,15.0,5.397605346934028e-79,6.0,5.397605346934028e-79,9.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,3.0,103.0,61.0,2.0,35.0,5.397605346934028e-79,272.0,5.397605346934028e-79,10.0,4.0
574,3451.0,3.0,1.0,575.0,16.0,51.0,19155.0,2.0,5.397605346934028e-79,100.0,449.0,66.0,13.0,53.0,5.397605346934028e-79,1.0,5.397605346934028e-79,12.0,29.0,20.0,4.0,5.397605346934028e-79,53.0,5.397605346934028e-79,22.0,5.397605346934028e-79,5.397605346934028e-79,22.0,5.0,5.397605346934028e-79,1.0,23.0,4.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,3.0,19.0,1.0,15.0,5.397605346934028e-79,3.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,2.0,54.0,67.0,5.397605346934028e-79,11.0,5.397605346934028e-79,112.0,5.397605346934028e-79,2.0,8.0
575,3451.0,3.0,1.0,576.0,16.0,53.0,18342.0,2.0,5.397605346934028e-79,100.0,876.0,129.0,28.0,101.0,5.397605346934028e-79,3.0,5.397605346934028e-79,25.0,26.0,67.0,7.0,1.0,87.0,2.0,4.0,1.0,7.0,41.0,5.0,5.397605346934028e-79,6.0,63.0,7.0,5.397605346934028e-79,2.0,5.397605346934028e-79,4.0,56.0,2.0,31.0,5.397605346934028e-79,23.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,4.0,192.0,98.0,3.0,29.0,5.397605346934028e-79,179.0,5.397605346934028e-79,11.0,15.0
576,3451.0,3.0,1.0,577.0,16.0,55.0,108685.0,5.0,5.397605346934028e-79,95.5688,7829.0,1023.0,165.0,858.0,2.0,16.0,10.0,136.0,143.0,678.0,32.0,5.0,715.0,30.0,90.0,29.0,24.0,131.0,47.0,1.0,30.0,501.0,62.0,2.0,18.0,3.0,39.0,423.0,7.0,283.0,5.0,129.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,26.0,959.0,532.0,6.0,131.0,5.397605346934028e-79,3204.0,5.397605346934028e-79,146.0,204.0
577,3451.0,3.0,1.0,578.0,16.0,57.0,34935.0,2.0,5.397605346934028e-79,100.0,1195.0,161.0,12.0,149.0,1.0,1.0,1.0,9.0,28.0,115.0,5.0,1.0,88.0,12.0,17.0,7.0,5.397605346934028e-79,31.0,9.0,5.397605346934028e-79,4.0,97.0,12.0,2.0,3.0,1.0,7.0,85.0,2.0,66.0,1.0,15.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,200.0,227.0,5.397605346934028e-79,1.0,5.397605346934028e-79,323.0,5.397605346934028e-79,5.397605346934028e-79,15.0
578,3451.0,3.0,1.0,579.0,16.0,59.0,7806.0,2.0,5.397605346934028e-79,25.0021,269.0,34.0,4.0,30.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,4.0,4.0,25.0,1.0,5.397605346934028e-79,25.0,2.0,3.0,5.397605346934028e-79,1.0,6.0,2.0,5.397605346934028e-79,1.0,17.0,3.0,5.397605346934028e-79,1.0,5.397605346934028e-79,2.0,15.0,5.397605346934028e-79,9.0,5.397605346934028e-79,5.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,2.0,38.0,28.0,4.0,8.0,5.397605346934028e-79,85.0,5.397605346934028e-79,4.0,6.0
579,3451.0,3.0,1.0,580.0,16.0,61.0,3747.0,2.0,5.397605346934028e-79,100.0,200.0,11.0,3.0,8.0,5.397605346934028e-79,1.0,5.397605346934028e-79,2.0,1.0,6.0,1.0,5.397605346934028e-79,18.0,5.397605346934028e-79,7.0,5.397605346934028e-79,1.0,9.0,3.0,5.397605346934028e-79,5.397605346934028e-79,7.0,1.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,5.0,5.397605346934028e-79,5.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,2.0,28.0,30.0,5.397605346934028e-79,8.0,5.397605346934028e-79,72.0,5.397605346934028e-79,5.397605346934028e-79,4.0
580,3451.0,3.0,1.0,581.0,16.0,63.0,4044.0,2.0,5.397605346934028e-79,65.4303,124.0,16.0,3.0,14.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,3.0,2.0,11.0,1.0,5.397605346934028e-79,11.0,1.0,2.0,5.397605346934028e-79,1.0,3.0,1.0,5.397605346934028e-79,5.397605346934028e-79,9.0,1.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,8.0,5.397605346934028e-79,5.0,5.397605346934028e-79,2.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,3.0,25.0,10.0,1.0,4.0,5.397605346934028e-79,32.0,5.397605346934028e-79,2.0,3.0
581,3451.0,3.0,1.0,582.0,16.0,65.0,27467.0,2.0,5.397605346934028e-79,100.0,727.0,83.0,7.0,76.0,5.397605346934028e-79,1.0,1.0,5.0,16.0,55.0,5.0,5.397605346934028e-79,52.0,1.0,6.0,1.0,5.0,35.0,4.0,5.397605346934028e-79,6.0,92.0,27.0,9.0,7.0,5.397605346934028e-79,10.0,65.0,1.0,41.0,5.397605346934028e-79,23.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,102.0,128.0,7.0,4.0,5.397605346934028e-79,185.0,5.397605346934028e-79,2.0,11.0
582,3451.0,3.0,1.0,583.0,16.0,67.0,20174.0,3.0,5.397605346934028e-79,100.0,941.0,92.0,21.0,71.0,5.397605346934028e-79,3.0,5.397605346934028e-79,18.0,13.0,46.0,12.0,5.397605346934028e-79,110.0,18.0,12.0,1.0,14.0,16.0,1.0,5.397605346934028e-79,7.0,61.0,7.0,3.0,5.397605346934028e-79,5.397605346934028e-79,4.0,53.0,2.0,29.0,5.397605346934028e-79,22.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,155.0,75.0,2.0,31.0,5.397605346934028e-79,313.0,5.397605346934028e-79,1.0,30.0
583,3451.0,3.0,1.0,584.0,16.0,69.0,37410.0,3.0,5.397605346934028e-79,96.9687,2261.0,384.0,34.0,350.0,5.397605346934028e-79,1.0,4.0,28.0,53.0,278.0,12.0,6.0,344.0,21.0,6.0,5.397605346934028e-79,1.0,53.0,23.0,5.397605346934028e-79,8.0,125.0,6.0,2.0,1.0,5.397605346934028e-79,3.0,112.0,1.0,75.0,2.0,34.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,37.0,406.0,395.0,6.0,109.0,5.397605346934028e-79,322.0,5.397605346934028e-79,16.0,4.0
584,3451.0,3.0,1.0,585.0,16.0,71.0,4125.0,1.0,5.397605346934028e-79,100.0,242.0,21.0,5.0,16.0,1.0,5.397605346934028e-79,5.397605346934028e-79,4.0,2.0,14.0,5.397605346934028e-79,5.397605346934028e-79,25.0,5.397605346934028e-79,2.0,5.397605346934028e-79,5.397605346934028e-79,6.0,5.0,5.397605346934028e-79,1.0,35.0,14.0,2.0,6.0,5.397605346934028e-79,6.0,21.0,5.397605346934028e-79,13.0,5.397605346934028e-79,7.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,7.0,46.0,31.0,5.397605346934028e-79,12.0,5.397605346934028e-79,36.0,5.397605346934028e-79,14.0,1.0
585,3451.0,3.0,1.0,586.0,16.0,73.0,10644.0,2.0,5.397605346934028e-79,100.0,434.0,76.0,12.0,64.0,5.397605346934028e-79,3.0,5.397605346934028e-79,9.0,15.0,47.0,2.0,5.397605346934028e-79,34.0,4.0,2.0,5.397605346934028e-79,1.0,13.0,4.0,5.397605346934028e-79,2.0,27.0,5.0,5.397605346934028e-79,1.0,5.397605346934028e-79,4.0,22.0,1.0,16.0,5.397605346934028e-79,5.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,2.0,67.0,43.0,5.397605346934028e-79,3.0,5.397605346934028e-79,133.0,5.397605346934028e-79,1.0,22.0
586,3451.0,3.0,1.0,587.0,16.0,75.0,20578.0,4.0,5.397605346934028e-79,100.0,1303.0,138.0,20.0,118.0,5.397605346934028e-79,5.397605346934028e-79,2.0,18.0,23.0,85.0,5.0,5.0,133.0,7.0,15.0,5.397605346934028e-79,3.0,17.0,8.0,2.0,8.0,127.0,12.0,5.397605346934028e-79,7.0,5.397605346934028e-79,5.0,115.0,1.0,80.0,5.397605346934028e-79,33.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,261.0,186.0,12.0,21.0,5.397605346934028e-79,338.0,5.397605346934028e-79,21.0,5.0
587,3451.0,3.0,1.0,588.0,16.0,77.0,7514.0,2.0,5.397605346934028e-79,100.0,504.0,48.0,12.0,36.0,5.397605346934028e-79,1.0,1.0,10.0,1.0,33.0,1.0,1.0,47.0,5.0,42.0,5.397605346934028e-79,5.397605346934028e-79,7.0,1.0,5.397605346934028e-79,2.0,28.0,1.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,27.0,3.0,18.0,5.397605346934028e-79,6.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,2.0,80.0,84.0,5.397605346934028e-79,9.0,5.397605346934028e-79,127.0,5.397605346934028e-79,16.0,6.0
588,3451.0,3.0,1.0,589.0,16.0,79.0,13771.0,6.0,5.397605346934028e-79,100.0,1384.0,88.0,19.0,69.0,5.397605346934028e-79,1.0,5.397605346934028e-79,18.0,14.0,38.0,12.0,5.0,119.0,2.0,6.0,1.0,3.0,25.0,7.0,5.397605346934028e-79,5.0,172.0,22.0,5.397605346934028e-79,1.0,5.397605346934028e-79,20.0,149.0,8.0,90.0,7.0,44.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,4.0,175.0,160.0,30.0,21.0,5.397605346934028e-79,540.0,5.397605346934028e-79,5.0,21.0
589,3451.0,3.0,1.0,590.0,16.0,81.0,5999.0,1.0,5.397605346934028e-79,100.0,165.0,20.0,5.0,15.0,5.397605346934028e-79,1.0,5.397605346934028e-79,4.0,5.397605346934028e-79,15.0,5.397605346934028e-79,5.397605346934028e-79,25.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,6.0,5.397605346934028e-79,5.397605346934028e-79,1.0,13.0,6.0,4.0,1.0,5.397605346934028e-79,5.397605346934028e-79,7.0,5.397605346934028e-79,5.0,5.397605346934028e-79,3.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,38.0,25.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,27.0,5.397605346934028e-79,5.397605346934028e-79,8.0
590,3451.0,3.0,1.0,591.0,16.0,83.0,64284.0,5.0,5.397605346934028e-79,100.0,3413.0,654.0,57.0,597.0,3.0,3.0,4.0,47.0,73.0,506.0,16.0,2.0,346.0,38.0,19.0,7.0,26.0,58.0,47.0,1.0,33.0,252.0,36.0,3.0,17.0,1.0,15.0,216.0,5.0,140.0,1.0,70.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,38.0,509.0,244.0,2.0,94.0,5.397605346934028e-79,883.0,5.397605346934028e-79,86.0,76.0
591,3451.0,3.0,1.0,592.0,16.0,85.0,7651.0,3.0,5.397605346934028e-79,100.0,696.0,63.0,18.0,45.0,5.397605346934028e-79,1.0,5.397605346934028e-79,17.0,16.0,27.0,2.0,5.397605346934028e-79,57.0,5.397605346934028e-79,33.0,5.397605346934028e-79,8.0,10.0,4.0,5.397605346934028e-79,3.0,71.0,2.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,2.0,69.0,5.0,50.0,1.0,13.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,2.0,122.0,83.0,1.0,4.0,5.397605346934028e-79,229.0,5.397605346934028e-79,2.0,4.0
592,3451.0,3.0,1.0,593.0,16.0,87.0,9977.0,2.0,5.397605346934028e-79,100.0,387.0,43.0,7.0,36.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,7.0,11.0,20.0,4.0,1.0,52.0,2.0,1.0,1.0,3.0,18.0,2.0,5.397605346934028e-79,5.0,12.0,5.0,5.397605346934028e-79,3.0,5.397605346934028e-79,2.0,7.0,5.397605346934028e-79,3.0,5.397605346934028e-79,4.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,37.0,12.0,1.0,11.0,5.397605346934028e-79,181.0,5.397605346934028e-79,5.397605346934028e-79,5.0
593,3451.0,3.0,1.0,594.0,17.0,1.0,68277.0,4.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
594,3451.0,3.0,1.0,595.0,17.0,3.0,9590.0,2.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
595,3451.0,3.0,1.0,596.0,17.0,5.0,17633.0,2.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
596,3451.0,3.0,1.0,597.0,17.0,7.0,41786.0,2.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
597,3451.0,3.0,1.0,598.0,17.0,9.0,6950.0,2.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
598,3451.0,3.0,1.0,599.0,17.0,11.0,35503.0,8.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
599,3451.0,3.0,1.0,600.0,17.0,13.0,5084.0,1.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
600,3451.0,3.0,1.0,601.0,17.0,15.0,16674.0,7.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79
